1;0.5;0.5;0.25;0.33333;0.33333;0.33333;0.5;0.5;0.5;0.5;0.5;1;1;1
0.5;1;1.2381;1.25;1.3143;1.3585;1.3333;1.3653;1.3333;1.3706;1.3333;1.3617;0.5;0.5;0.5
0.5;1.2821;1.2854;1.865;2.038;2.0194;2.1885;2.0778;1.8987;1.8987;1.8868;1.9592;0.5;0.5;0.5
0;0.023333;0.13;0.20333;0.30667;0.26667;0.25333;0.38;0.35333;0.32667;0.25333;0.21333;0;0;0
1;0.97667;0.16;0.14667;0.14667;0.14667;0.13333;0.046667;0.3;0.31333;0.34667;0.38667;1;1;1
1;1;0.5;0.33333;0.33333;0.33333;0.33333;0.33333;0.5;0.5;0.5;0.5;0.5;1;1
0.5;0.5;1.2;1.2771;1.3333;1.3469;1.3171;1.3659;1.3064;1.3553;1.3719;1.3617;1.4444;0.5;0.5
0.5;0.5;1.2448;1.4584;1.9986;2.1456;2.1331;2.2171;2.2004;2.3001;2.2591;2.2399;2.3325;0.5;0.5
0;0;0.08;0.15333;0.15333;0.11667;0.15333;0.15333;0.37667;0.34333;0.27667;0.21333;0.13;0;0
1;1;0.16;0.16;0.1;0.13667;0.14667;0.17333;0.023333;0.26;0.3;0.33667;0.36;1;1
0.33333;0.33333;0.33333;0.33333;0.33333;0.25;0.33333;0.5;0.33333;0.5;0.5;0.5;0.5;0.5;0.33333
1.2174;1.2405;1.32;1.3333;1.3838;1.3455;1.341;1.2455;1.3555;1.3333;1.3333;1.3497;1.3194;1.4063;1.3947
1.1543;1.4346;2.0952;2.1978;2.0116;2.1556;1.9256;2.0591;2.2574;2.2059;2.2059;2.3064;2.5115;2.8014;3.3873
0.12667;0.25333;0.22667;0.25333;0.25333;0.19;0.23667;0.45667;0.46333;0.40667;0.40667;0.36667;0.31667;0.3;0.16333
0.073333;0.67333;0.013333;0.096667;0.05;0.1;0.2;0.096667;0.2;0.24667;0.24667;0.24667;0.23667;0.2;0.2
0.33333;0.33333;0.33333;0.33333;0.33333;0.33333;0.33333;0.33333;0.33333;0.33333;0.5;0.5;0.5;0.5;0.5
1.2209;1.3363;1.3462;1.3579;1.3655;1.2953;1.3333;1.3301;1.3333;1.3176;1.3065;1.3333;1.3778;1.4074;1.3611
1.475;1.9376;2.2673;2.2354;1.9674;2.0144;1.986;2.0399;2.214;1.958;2.0449;2.0979;2.0754;1.9868;1.9181
0.26333;0.27667;0.25333;0.23;0.17667;0.23;0.25333;0.23;0.25;0.20667;0.43333;0.45333;0.41333;0.25333;0.16333
0.65;0.023333;0.086667;0.023333;0.1;0.01;0.11333;0.14667;0.15;0.13333;0.046667;0.24667;0.013333;0.37333;0.4
1;0.5;0.33333;0.33333;0.33333;0.33333;0.33333;0.33333;0.33333;0.33333;0.5;0.5;0.5;1;1
0.5;1;1.25;1.3488;1.3333;1.3333;1.3538;1.3333;1.3617;1.3061;1.38;1.3407;1.4444;0.5;0.5
0.5;1.2448;1.5779;1.6847;1.64;1.6835;1.7795;1.6934;1.7745;1.7798;1.7662;1.8019;1.7303;0.5;0.5
0;0.046667;0.14;0.15333;0.15333;0.15333;0.15333;0.15333;0.11333;0.11333;0.23;0.20333;0.13;0;0
1;0.95333;0.14667;0.14667;0.17333;0.19333;0.1;0.1;0.1;0.073333;0.32333;0.34667;0.36;1;1
0.25;0.33333;0.33333;0.33333;0.33333;0.33333;0.33333;0.33333;0.33333;0.33333;0.5;0.5;0.5;0.5;0.33333
1.124;1.3333;1.3214;1.3551;1.2891;1.3462;1.3407;1.3096;1.3214;1.3194;1.3091;1.3545;1.3333;1.3333;1.3655
1.7559;1.8674;1.9594;2.0764;2.3548;2.0408;1.855;2.0253;2.1915;2.0089;2.1131;2.2059;2.2059;2.2059;2.3986
0.12667;0.25333;0.25333;0.25333;0.25333;0.25333;0.25;0.25333;0.25333;0.26667;0.48;0.42667;0.40667;0.40667;0.31667
0.073333;0.54667;0.50667;0.023333;0.1;0.04;0.096667;0.1;0.1;0.13333;0.046667;0.23667;0.24667;0.24667;0.24667
0.5;0.5;0.33333;0.33333;0.33333;0.33333;0.33333;0.5;0.5;0.5;0.5;0.5;0.5;1;1
1;1.3333;1.281;1.3455;1.3651;1.3333;1.3375;1.3068;1.3497;1.3706;1.3737;1.3333;1.5;0.5;0.5
1.3699;1.3699;1.5493;2.1915;2.742;3.088;2.8549;2.7697;2.6803;2.6316;2.5699;2.4793;2.4793;0.5;0.5
0.1;0.25333;0.29333;0.29333;0.22667;0.24667;0.20333;0.38333;0.36667;0.32667;0.22667;0.2;0.08;0;0
0.9;0.14667;0.06;0.16;0.27333;0.04;0.11;0.046667;0.18667;0.21333;0.27333;0.3;0.36;1;1
0.33333;0.5;0.33333;0.33333;0.33333;0.33333;0.33333;0.33333;0.25;0.5;0.5;0.5;0.5;0.5;0.33333
1.2174;1.3333;1.2963;1.3309;1.3358;1.3161;1.3333;1.2969;1.367;1.3333;1.3333;1.3363;1.3503;1.3571;1.3981
1.1543;1.1407;1.6429;1.8611;2.0211;2.2059;2.2059;2.1856;2.0689;1.9868;1.9868;1.9802;1.8703;1.85;1.8374
0.12667;0.25333;0.32667;0.35333;0.32667;0.34;0.25333;0.3;0.31667;0.50667;0.50667;0.50333;0.44333;0.38;0.22667
0.073333;0.74667;0.013333;0.39667;0.05;0.1;0.1;0.1;0.093333;0.24667;0.24667;0.24667;0.24667;0.27333;0.33667
0.33333;0.33333;0.33333;0.33333;0.33333;0.25;0.33333;0.33333;0.25;0.33333;0.5;0.5;0.5;0.5;0.5
1.2206;1.2891;1.3198;1.3488;1.3333;1.3333;1.3455;1.2936;1.3333;1.3333;1.379;1.3333;1.3469;1.3947;1.3333
1.4157;1.8591;1.9287;1.9295;2.2059;2.401;2.5453;2.7127;2.3936;2.3018;2.3238;2.3256;2.3611;2.4793;2.4793
0.21333;0.25333;0.29;0.32667;0.25333;0.25333;0.25333;0.27667;0.29333;0.30667;0.50333;0.45333;0.44;0.35333;0.30667
