0.68336,0.17105,2
0.54659,0.93856,2
0.42573,0.59048,2
0.64444,0.44063,2
0.64762,0.94192,3
0.67902,0.65591,2
0.63579,0.45195,2
0.94517,0.8397,3
0.20893,0.53262,2
0.70928,0.55389,2
0.23623,0.68007,2
0.1194,0.36719,3
0.6073,0.23929,2
0.45014,0.57892,2
0.45873,0.86689,2
0.66194,0.40678,2
0.77029,0.11262,1
0.35022,0.44385,2
0.66201,0.30018,2
0.41616,0.40139,2
0.84193,0.83336,3
0.83292,0.40363,2
0.25644,0.39018,2
0.61346,0.36045,2
0.58225,0.14026,2
0.54074,0.26013,2
0.86994,0.086815,1
0.26478,0.4294,2
0.31807,0.25728,2
0.11921,0.29756,3
0.93983,0.42486,2
0.64555,0.11921,2
0.47946,0.49507,2
0.63932,0.70641,2
0.54472,0.24357,2
0.64731,0.78507,3
0.54389,0.07409,2
0.72105,0.39388,2
0.5225,0.0033941,2
0.9937,0.22068,1
0.21868,0.0013006,3
0.1058,0.18918,3
0.1097,0.14248,3
0.063591,0.26808,3
0.40458,0.17489,3
0.44837,0.13865,2
0.36582,0.59889,2
0.7635,0.90106,3
0.6279,0.93938,3
0.77198,0.22118,1
0.93285,0.48267,2
0.97274,0.37601,2
0.19203,0.52378,2
0.13887,0.26487,3
0.69627,0.068357,2
0.09382,0.43633,2
0.5254,0.17385,2
0.53034,0.026107,2
0.86114,0.95468,3
0.48485,0.4306,2
0.39346,0.96156,2
0.67143,0.76241,3
0.74126,0.0073487,1
0.52005,0.68004,2
0.34771,0.70595,2
0.15,0.64513,2
0.58609,0.55231,2
0.26215,0.21811,2
0.044454,0.77237,1
0.75493,0.22803,2
0.24279,0.37086,2
0.4424,0.89093,2
0.6878,0.85638,3
0.35923,0.40243,2
0.73634,0.31802,2
0.39471,0.60864,2
0.68342,0.9102,2
0.70405,0.9091,2
0.44231,0.59159,2
0.019578,0.33257,3
0.33086,0.85306,2
0.42431,0.4424,2
0.27027,0.90436,2
0.19705,0.033179,3
0.82172,0.53243,2
0.42992,0.7165,2
0.88777,0.1793,2
0.39118,0.33653,3
0.76911,0.18771,1
0.39679,0.32193,2
0.80851,0.40386,2
0.75508,0.54857,3
0.3774,0.048739,2
0.21602,0.55273,2
0.79041,0.27481,2
0.9493,0.2415,1
0.32757,0.24315,2
0.67126,0.15416,2
0.43864,0.95642,2
0.8335,0.93566,3
0.76885,0.81871,3
0.16725,0.72826,2
0.86198,0.17581,2
