8.17675;4.31274;7.23526;2.92251;6.78153;47.9295;108.574;0.267757;0.140167;0.26629;0.81225;0.129613;0.146592;0.332073;0.186003;0.00816239;0.222823;0.203838;1.52614;0.0452085;0.604271;0.268465;0.326896;0.0675487;0.569658;0.394993;2.23727;0.220667;1.13828;0.435167;4;25;458.667;584;485.333;672;510.026;754.07;474.379;811.654;413.333;946.667;416;1037.33;461.333;1128;531.962;1184.58;629.333;1200;720;1173.33;802.667;1093.33;880;1008;930.667;914.667;962.667;824;984;733.333;1000;645.333;992;554.667;1525.33;528;1520.48;625.193;1501.29;667.695;1541.33;762.667;1565.33;842.667;1562.67;922.667;1525.33;997.333;1453.33;1061.33;1373.33;1077.33;1293.33;1061.33;1213.33;1016;1133.33;952;1064;872;1024;792;1002.67;712;1002.67;632;992;554.667;1020.72;264.205;996.744;974.807;570.351;1139.33;1362.81;933.676
4.66839;2.39496;4.49309;2.09812;4.70153;38.9072;42.4636;0.202033;0.0981986;0.224784;0.476792;0.113547;0.177001;0.19318;0.032595;0.0705614;0.00486333;0.01755;0.845493;0.228694;0.0317819;0.0897358;1.09069;0.266261;0.168852;0.526711;3.96282;0.432236;0.253382;0.618932;3;25;434.667;557.333;397.333;661.333;386.667;770.667;392;874.667;393.64;965.623;400;1090.67;453.333;1200;544;1277.33;653.333;1290.67;762.667;1264;869.333;1197.33;960;1090.67;1010.67;984;1045.33;874.667;1048;768;1034.67;658.667;1045.33;554.667;1658.67;554.667;1661.33;645.333;1653.33;744;1674.67;842.667;1674.67;938.667;1642.67;1037.33;1578.67;1136;1482.67;1186.67;1384;1186.67;1285.33;1157.33;1192;1117.33;1112;1032;1077.33;941.333;1045.33;845.333;1050.67;746.667;1034.67;648;1045.33;554.667;1063.63;221.724;1037.92;1267.68;552.703;1152;1521.54;964.017
1.20244;1.0321;0.953079;0.0790161;2.15651;27.7004;40.4361;0.0450428;0.0411406;0.0401235;0.0592599;0.0511609;0.130242;0.190123;0.0190224;0.0236178;0.0204755;0.0125841;0.254001;0.1144;0.094056;0.0619537;0.274902;0.0334988;0.0696803;0.107939;1.72133;0.13273;0.212767;0.242809;1;25;312;549.333;341.333;656;344;765.333;301.333;874.667;272;984;285.333;1093.33;338.667;1202.67;426.667;1277.33;536;1298.67;645.333;1266.67;754.667;1184;848;1074.67;912;965.333;978.667;856;1000;746.667;992;637.333;978.667;530.667;1642.67;512;1621.33;610.667;1600;714.667;1613.33;818.667;1640;922.667;1664;1026.67;1637.33;1130.67;1557.33;1229.33;1453.33;1253.33;1352;1226.67;1248;1149.33;1162.67;1048;1098.67;944;1034.67;840;1008;736;992;632;978.667;530.667;1013.82;176.736;1000.97;1272.5;496.469;1238.76;1563.31;1196.99
5.45405;2.10649;5.12232;3.01584;4.98397;50.8161;54.5216;0.217793;0.0818196;0.22521;1.00499;0.115205;0.221026;0.237143;0.0224925;0.223665;0.258593;0.230213;0.333637;0.400017;0.432826;0.234699;0.190841;0.612564;0.923069;0.494498;1.62405;0.753856;1.28328;0.486109;3;25;402.667;616;408;728;426.667;842.667;443.448;923.849;414.527;1015.43;400.067;1164.85;442.667;1293.33;533.423;1360.87;650.667;1386.67;762.667;1354.67;877.333;1290.67;978.667;1184;1050.67;1069.33;1088;957.333;1088;842.667;1080;730.667;1053;620;1704.7;625.004;1680;722.667;1664.54;788.887;1685.33;922.667;1704;1024;1709.33;1125.33;1672;1224;1570.67;1288;1469.33;1296;1370.67;1272;1269.33;1213.33;1181.33;1120;1122.67;1018.67;1093.33;917.333;1085.33;818.667;1080;717.333;1053;620;1073.27;260.285;1068.45;1311.06;679.632;1323.92;1545.64;1108.62
4.06075;3.2592;3.96694;0.707747;4.63022;36.2338;62.5976;0.174524;0.136594;0.20296;0.164019;0.119003;0.175836;0.303774;0.0568553;0.0613985;0.252435;0.0478491;0.611469;0.149109;0.507499;0.110555;0.238087;0.491148;0.484066;0.188814;1.884;0.439551;0.799808;0.232123;3;25;429.333;592;442.667;658.667;467.406;693.7;448.548;750.274;429.69;829.746;496;944;562.667;997.333;634.667;1013.33;706.667;1010.67;778.667;989.333;845.333;944;917.3;895.749;965.792;835.134;992.732;782.601;1002.67;738.667;1002.67;666.667;978.667;597.333;1530.67;605.333;1522.67;680;1520;757.333;1544;837.333;1549.33;914.667;1536;992;1485.33;1072;1413.33;1112;1333.33;1120;1256;1101.33;1178.67;1056;1098.67;986.667;1050.67;909.333;1018.67;832;1002.67;752;1002.67;674.667;978.667;597.333;998.12;289.603;1010.24;1104.53;575.165;862.074;1392.79;991.385
2.61605;1.15656;1.99145;0.834895;0.831498;8.72203;25.4516;0.119362;0.051316;0.115139;0.159275;0.0244174;0.0540179;0.157629;0.0474837;0.00842811;0.0540193;0.0593712;0.666593;0.0249821;0.178988;0.110795;0.0789133;0.047175;0.160363;0.0884178;0.933131;0.0830465;0.468051;0.183142;2;25;442.667;669.333;455.707;705.013;434.667;784;413.333;845.333;408;906.667;440;954.667;501.333;997.333;562.667;1002.67;626.667;1000;688;986.667;749.333;957.333;810.667;925.333;872;890.667;928;837.333;962.667;778.667;992;717.333;976;656;1506.67;642.667;1504;698.667;1504;760;1517.33;824;1522.67;885.333;1514.67;949.333;1474.67;1008;1410.67;1037.33;1349.33;1037.33;1288;1021.33;1224;986.667;1162.67;952;1098.67;898.667;1042.67;842.667;1010.67;778.667;1000;717.333;976;656;969.392;313.081;944.24;1099.14;572.823;825.607;1419.3;888.223
1.2414;1.06241;0.734623;0.327791;1.37987;8.6005;28.8074;0.0609514;0.051304;0.044274;0.0796467;0.0432841;0.0616782;0.206592;0.201479;0.0984498;0.0920526;0.170366;1.96137;0.209691;0.209135;0.274108;1.10994;0.204354;0.451273;0.972987;4.7828;0.29038;0.472662;0.706997;2;25;395.312;563.021;409.688;627.708;424.062;697.188;429.715;744.84;401.068;814.591;412.083;900.833;464.792;958.333;531.875;975.104;601.354;965.521;670.833;943.958;737.917;912.812;804.626;868.149;854.448;838.256;896.797;775.979;931.979;682.812;936.771;613.333;924.792;546.25;1454.27;529.479;1442.29;594.167;1436.12;641.459;1454.27;725.938;1461.46;793.021;1451.88;857.708;1399.17;917.604;1334.48;936.771;1267.4;931.979;1202.71;915.208;1133.45;881.851;1078.12;848.125;1013.88;797.153;974.021;753.559;934.375;678.021;934.375;610.938;924.792;546.25;910.498;212.989;897.699;1110.04;505.23;821.548;1351.67;795.188
5.56596;2.41336;5.46384;3.05047;4.97346;55.4598;71.681;0.287034;0.114842;0.330559;0.680079;0.143406;0.333995;0.431684;0.0880453;0.0317239;0.0185205;0.071568;0.748103;0.122325;0.114977;0.107839;0.615539;0.325919;0.445339;0.291387;3.54745;0.363706;0.745904;0.41566;3;25;469.333;709.333;477.333;781.333;490.667;853.333;493.333;925.333;493.333;997.333;536;1064;594.667;1133.33;666.667;1170.67;738.667;1178.67;810.667;1162.67;882.667;1122.67;952;1056;1010.67;984;1045.33;912;1053.33;840;1050.67;768;1006;694;1543.65;680.23;1514.67;744;1528;808;1536;872;1533.33;933.333;1509.33;994.667;1461.33;1053.33;1405.33;1088;1341.33;1096;1277.33;1082.67;1216;1056;1152;1010.67;1114.67;946.667;1106.67;885.333;1082.67;821.333;1058.73;759.703;1006;694;1029.1;417.567;1062.78;1274.25;705.823;1077.59;1388.75;890.361
0.638577;0.883114;0.214777;0.668337;0.835561;1.20167;22.0242;0.0270911;0.035348;0.010582;0.142593;0.0231524;0.0068959;0.126388;0.0154431;0.0130306;0.0693146;0.0542642;0.395323;0.116973;0.210253;0.114812;0.263334;0.0233716;0.204138;0.240545;0.956226;0.136243;0.390159;0.325488;2;25;504;605.333;509.333;666.667;533.333;730.667;530.667;794.667;530.667;858.667;538.667;920;578.667;984;637.333;1037.33;701.333;1048;762.667;1034.67;826.667;994.667;888;933.333;930.667;869.333;968;808;1008;744;1008;680;1002.67;618.667;1504;634.667;1477.33;698.667;1466.67;765.333;1469.33;832;1477.33;896;1469.57;971.18;1437.24;1030.45;1373.33;1069.33;1306.67;1074.67;1240;1056;1176;1010.67;1120;944;1077.33;877.333;1042.67;813.333;1013.33;749.333;1008;682.667;1002.67;618.667;1008.9;278.827;1007.55;1062.78;642.514;911.912;1394.14;918.647
4.44841;3.14779;4.16667;1.01888;5.54683;44.7199;51.0568;0.2209;0.153075;0.255272;0.240233;0.155449;0.277325;0.316623;0.0455166;0.0175237;0.13641;0.0985892;0.469198;0.0925556;0.414712;0.125792;0.18803;0.07241;0.590345;0.620378;0.932853;0.25833;0.735223;0.548003;4;25;509.333;581.333;546.667;661.333;554.31;711.766;514.667;834.667;496;920;512;1008;589.333;1090.67;674.667;1117.33;762.667;1120;850.667;1109.33;936;1061.33;997.757;999.364;1042.74;914.209;1071.67;819.414;1085.33;749.333;1088;661.333;1114.67;578.667;1720;578.667;1701.33;674.667;1677.33;773.333;1696;874.667;1709.33;973.333;1712;1072;1661.33;1170.67;1568;1245.33;1466.67;1258.67;1368;1237.33;1269.33;1173.33;1189.33;1072;1136;973.333;1098.67;874.667;1088;773.333;1088;674.667;1114.67;578.667;1119.87;277.958;1031.5;1386.58;568.77;909.389;1601.87;1094.16
