8.32998;4.43656;7.287;2.85043;5.72766;40.2753;110.119;0.274601;0.143724;0.27027;0.729608;0.107398;0.119485;0.326692;0.189228;0.00702533;0.22432;0.201062;1.51791;0.0417163;0.609094;0.264684;0.308776;0.0757252;0.601104;0.361094;2.12343;0.199962;1.18584;0.422441;4;25;477.333;581.333;482.667;669.333;504;762.667;448;853.333;413.333;946.667;418.667;1040;464;1130.67;541.333;1194.67;634.667;1200;725.333;1168;810.667;1085.33;885.333;1000;933.333;906.667;965.333;813.333;986.667;722.667;1002.67;632;997.333;541.333;1520;501.333;1528;576;1501.33;658.667;1530.67;741.333;1562.67;824;1565.33;906.667;1536;989.333;1464;1056;1381.33;1077.33;1298.67;1064;1216;1018.67;1133.33;952;1061.33;869.333;1021.33;786.667;1002.67;704;1002.67;621.333;997.333;541.333;1027.86;264.125;999.221;973.763;575.984;1132.87;1365.18;926.03
4.5484;2.34644;4.43314;2.0867;4.53576;36.8348;42.7778;0.196983;0.0959865;0.221416;0.471713;0.108416;0.166262;0.193087;0.0355079;0.0704949;0.0057607;0.0183417;0.866911;0.228812;0.0388102;0.0919762;1.1149;0.26256;0.186685;0.41113;3.35705;0.38766;0.262569;0.385821;2;25;440;541.333;400;650.667;389.333;760;392;866.667;386.667;978.667;400;1088;450.667;1197.33;546.667;1277.33;656;1290.67;765.333;1264;877.333;1192;962.667;1082.67;1018.67;973.333;1045.33;861.333;1050.67;752;1034.67;642.667;1042.67;533.333;1650.67;528;1661.33;624;1656;725.333;1669.33;826.667;1674.67;925.333;1650.67;1026.67;1584;1128;1488;1186.67;1386.67;1186.67;1285.33;1157.33;1192;1114.67;1109.33;1026.67;1069.33;933.333;1048;834.667;1048;733.333;1040;632;1042.67;533.333;1050.32;206.369;1044.16;1265.93;542.103;1148.89;1515.42;961.001
1.24036;0.976736;1.13636;0.159628;2.61913;31.2929;36.9288;0.0463434;0.0385237;0.047619;0.107097;0.0595806;0.137489;0.162251;0.023469;0.0261913;0.0223501;0.0123629;0.289723;0.121496;0.0996105;0.061397;0.243459;0.0420289;0.0680602;0.083251;1.45456;0.149392;0.207953;0.204682;1;25;309.333;509.333;330.667;621.333;349.333;736;312;848;274.667;962.667;280;1074.67;328;1189.33;416;1274.67;530.667;1296;645.333;1266.67;754.667;1181.33;850.667;1066.67;917.333;954.667;984;840;1000;728;986.667;613.333;978.667;501.333;1645.33;493.333;1624;597.333;1600;704;1610.67;810.667;1637.33;917.333;1664;1024;1637.33;1130.67;1554.67;1229.33;1448;1253.33;1341.33;1221.33;1234.67;1138.67;1152;1032;1088;925.333;1024;818.667;1000;712;984;605.333;978.667;501.333;1016.44;175.567;1001.04;1259.77;502.061;1235.13;1552.39;1185.85
5.40796;2.16268;5.09119;2.9285;4.79689;49.6163;56.2859;0.215748;0.0837122;0.223706;0.951926;0.10824;0.207532;0.235429;0.026612;0.213472;0.251255;0.228067;0.388541;0.397558;0.42132;0.235037;0.167031;0.589272;0.886726;0.472704;1.47634;0.748356;1.2413;0.46179;3;25;402.667;605.333;408;720;424;834.667;434.667;949.333;400;1064;392;1178.67;442.667;1290.67;536;1370.67;653.333;1386.67;768;1354.67;882.667;1285.33;984;1176;1053.33;1061.33;1088;946.667;1085.33;832;1080;717.333;1050.67;602.667;1701.33;600;1693.33;701.333;1666.67;805.333;1682.67;906.667;1704;1010.67;1712;1112;1677.33;1216;1578.67;1285.33;1474.67;1296;1370.67;1272;1269.33;1213.33;1176;1114.67;1120;1013.33;1093.33;909.333;1085.33;808;1080;704;1050.67;602.667;1066.05;260.943;1069.23;1307.9;671.451;1320.63;1537.02;1107.42
3.78399;3.26824;3.66541;0.397171;4.08236;35.0575;59.4305;0.163619;0.137126;0.188862;0.0897347;0.101775;0.16432;0.278559;0.0555082;0.0701713;0.242718;0.0453502;0.565705;0.158716;0.489796;0.102893;0.214981;0.501017;0.513352;0.149853;1.89555;0.444394;0.748019;0.225816;3;25;448;570.667;434.667;637.333;466.667;712;432;786.667;442.667;858.667;488;933.333;554.667;994.667;629.333;1013.33;704;1010.67;778.667;989.333;848;944;902.479;899.398;954.841;834.716;1010.67;800;1000;725.333;1000;650.667;984;578.667;1520;584;1522.67;656;1517.33;736;1538.67;818.667;1549.33;898.667;1538.67;981.333;1496;1061.33;1418.67;1112;1338.67;1120;1258.67;1101.33;1176;1056;1098.67;984;1045.33;901.333;1016;821.333;1002.67;738.667;1002.67;658.667;984;578.667;994.882;286.452;1010.28;1105.77;569.824;862.437;1389.14;982.562
2.78489;1.28522;2.21519;0.929968;0.526134;11.2216;34.8871;0.120094;0.0535224;0.121037;0.162836;0.0135536;0.0546467;0.169892;0.0505061;0.00808479;0.0471456;0.0346275;0.808506;0.0350592;0.153839;0.0952426;0.403269;0.0709752;0.21076;0.107342;1.21621;0.140408;0.522019;0.21509;2;25;421.333;629.333;461.333;682.667;445.333;746.667;424;813.333;408;880;424;936;485.333;989.333;552;1002.67;618.667;1000;685.333;986.667;752;957.333;818.667;920;885.333;882.667;933.333;821.333;949.333;754.667;968;688;960;624;1501.33;621.333;1509.33;677.333;1504;744;1517.33;810.667;1522.67;877.333;1517.33;941.333;1477.33;1005.33;1410.67;1037.33;1344;1037.33;1280;1018.67;1213.33;981.333;1146.67;941.333;1080;885.333;1029.33;821.333;1002.67;754.667;984;688;960;624;970.241;320.334;979.482;1050.32;579.065;822.395;1410.7;887.078
0.97017;1.02742;0.606061;0.421359;0.51004;2.915;36.4615;0.0480087;0.0496924;0.0368664;0.099466;0.0153759;0.0196952;0.246352;0.215095;0.102836;0.0874766;0.169982;2.04451;0.217408;0.204047;0.280171;1.11088;0.184622;0.486009;0.910213;4.73756;0.291409;0.473969;0.718327;2;25;392.917;548.646;409.688;618.125;424.062;690;419.271;759.479;397.708;831.354;412.083;900.833;467.188;958.333;536.667;975.104;608.542;965.521;680.417;939.167;749.896;905.625;812.188;862.5;860.104;797.812;893.646;728.333;936.771;661.25;934.375;589.375;920;519.896;1447.08;493.542;1451.88;563.021;1432.71;632.5;1451.88;701.979;1461.46;771.458;1456.67;840.938;1411.15;908.021;1341.67;936.771;1272.19;934.375;1205.1;915.208;1142.81;872.083;1070.94;843.333;1011.04;795.417;963.125;728.333;939.167;658.854;934.375;589.375;920;519.896;913.398;214.757;894.369;1111.84;505.631;815.534;1348.35;793.786
5.74275;2.43921;5.72699;3.28778;5.82615;59.1197;78.4822;0.304642;0.11633;0.356852;0.668338;0.166013;0.350903;0.465828;0.0897278;0.0351582;0.0241045;0.0675119;0.731934;0.121949;0.136907;0.103073;1.09184;0.357282;0.425636;0.493758;4.7543;0.354227;0.668579;0.504886;3;25;469.333;685.333;477.333;757.333;482.667;832;496;906.667;493.333;981.333;528;1050.67;584;1125.33;658.667;1168;733.333;1178.67;808;1162.67;882.667;1122.67;954.667;1053.33;1016;978.667;1045.33;904;1053.33;829.333;1040;754.667;989.333;685.333;1509.33;685.333;1514.67;746.667;1528;810.667;1538.67;874.667;1533.33;938.667;1506.67;1000;1461.33;1058.67;1397.33;1090.67;1333.33;1093.33;1269.33;1080;1205.33;1050.67;1141.33;1000;1109.33;936;1101.33;872;1074.67;808;1034.67;744;989.333;685.333;1031.68;414.513;1066.22;1275.78;703.273;1066.05;1374.72;868.75
0.311248;0.919712;0.295276;0.624436;0.818683;16.135;39.2394;0.0131986;0.0368004;0.0145278;0.133796;0.0212577;0.0835532;0.203196;0.0167443;0.0118411;0.0677152;0.0449483;0.353362;0.099164;0.200228;0.0949546;0.232502;0.0406065;0.209896;0.256787;0.97008;0.17005;0.392676;0.326642;2;25;517.333;549.333;501.333;618.667;517.333;688;530.667;757.333;530.667;826.667;530.667;896;562.667;965.333;624;1029.33;693.333;1048;762.667;1034.67;832;989.333;896;922.667;941.333;853.333;981.333;784;1018.67;717.333;1029.33;648;1010.67;581.333;1506.67;610.667;1485.33;680;1466.67;749.333;1469.33;818.667;1477.33;888;1461.33;957.333;1434.67;1024;1370.67;1069.33;1301.33;1074.67;1232;1050.67;1165.33;997.333;1112;928;1066.67;858.667;1042.67;789.333;1032;720;1029.33;650.667;1010.67;581.333;1013.36;280.292;1007.2;1062.65;640.667;911.719;1389.14;920.959
4.32091;3.17937;4.01662;0.837254;5.68679;47.169;49.6522;0.216616;0.154796;0.246809;0.196317;0.156045;0.284169;0.299129;0.0459835;0.0160969;0.129251;0.0944025;0.471475;0.0859049;0.40023;0.121842;0.196609;0.0849942;0.574278;0.612081;0.887014;0.246087;0.706207;0.55038;4;25;493.333;573.333;541.333;656;552;744;517.333;829.333;496;920;512;1008;589.333;1090.67;677.333;1117.33;768;1120;856;1109.33;941.333;1053.33;1005.33;968;1064;896;1093.33;824;1085.33;736;1090.67;648;1106.67;562.667;1720;549.333;1709.33;648;1680;749.333;1688;853.333;1706.67;954.667;1712;1058.67;1672;1157.33;1576;1240;1474.67;1261.33;1373.33;1240;1269.33;1173.33;1189.33;1072;1133.33;968;1098.67;866.667;1088;762.667;1088;661.333;1106.67;562.667;1124.25;277.212;1050.32;1389.14;582.145;911.719;1595.51;1090.37
